"u","Points:0","Points:1","Points:2"
4.9999698378e+02,2.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.7998745705e+02,5.0000000000e-01,5.0000000000e-01,0.0000000000e+00
4.5998425153e+02,5.0000000000e-01,7.5000000000e-01,0.0000000000e+00
4.7999786709e+02,2.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.7998745705e+02,5.0000000000e-01,5.0000000000e-01,0.0000000000e+00
4.5998425153e+02,7.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.5998425153e+02,5.0000000000e-01,7.5000000000e-01,0.0000000000e+00
4.5998425153e+02,7.5000000000e-01,5.0000000000e-01,0.0000000000e+00
4.4000000000e+02,1.0000000000e+00,5.0000000000e-01,0.0000000000e+00
4.2000000000e+02,1.0000000000e+00,7.5000000000e-01,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.9999925525e+02,0.0000000000e+00,7.5000000000e-01,0.0000000000e+00
4.7999786709e+02,2.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.6000000000e+02,2.5000000000e-01,1.0000000000e+00,0.0000000000e+00
4.8000000000e+02,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00
4.7999786709e+02,2.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.5998425153e+02,5.0000000000e-01,7.5000000000e-01,0.0000000000e+00
4.4000000000e+02,5.0000000000e-01,1.0000000000e+00,0.0000000000e+00
4.6000000000e+02,2.5000000000e-01,1.0000000000e+00,0.0000000000e+00
4.5998425153e+02,5.0000000000e-01,7.5000000000e-01,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.2000000000e+02,7.5000000000e-01,1.0000000000e+00,0.0000000000e+00
4.4000000000e+02,5.0000000000e-01,1.0000000000e+00,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.2000000000e+02,1.0000000000e+00,7.5000000000e-01,0.0000000000e+00
4.1920000003e+02,1.0000000000e+00,7.5999999046e-01,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.1920000003e+02,1.0000000000e+00,7.5999999046e-01,0.0000000000e+00
4.1920000003e+02,7.5999999046e-01,1.0000000000e+00,0.0000000000e+00
4.3993358641e+02,7.5000000000e-01,7.5000000000e-01,0.0000000000e+00
4.1920000003e+02,7.5999999046e-01,1.0000000000e+00,0.0000000000e+00
4.2000000000e+02,7.5000000000e-01,1.0000000000e+00,0.0000000000e+00
4.0000000000e+02,1.0000000000e+00,1.0000000000e+00,0.0000000000e+00
4.1920000003e+02,7.5999999046e-01,1.0000000000e+00,0.0000000000e+00
4.1920000003e+02,1.0000000000e+00,7.5999999046e-01,0.0000000000e+00
